Company,Country,Year,Slogan
Lancaster Suractif Retinol Deep Lift,UK,2011,The DNA of beauty.
Lanacane,US,2005,Stops the itch Saves your skin.
Lamisilk,US,2006,Cleanse. Hydrate. Protect. Lamisilk.
Lamisilk,US,2002,You make it happen.
Lamisilk,US,2013,Ayurvedic beauty.
Lamisilk,US,2013,Inspired haircare.
Laila,US,2010,The essence of Norway.
Laila,US,1990,A man. A woman. A camera.
LA Looks,US,2014,Absolute styling.
L.A. Looks,US,2013,Absolute styling.
L.A. Looks,US,2013,Active beauty.
L’Oréal Sublime Bronze,UK,2004,Self-tanning innovation.
L’Oréal Fortavive,US,1996,For the life of your hair.
L’Oréal Feria Color,UK,2000,The new language of colour.
L’Oréal Excellence Cream,UK,2005,Why use anything else.
L’Oréal Excellence,US,1994,Caring and protecting color.
L’Oréal Elvive Nutri-Gloss,UK,2007,You’re worth it.
L’Oréal Elvive Color Protect,UK,2004,UK’s No.1 colour care programme.
L’Oréal Elvive Antibreakage,UK,2004,Tailor-made technologies for every hair need.
L’Oréal Dermo-Expertise,UK,2003,From research to beauty.
L’Oréal Ceramide Resist,UK,2003,Under the colour there’s strength.
L’Oréal Body Expertise,UK,2002,An alliance of science and sensuality.
L’Oréal Age Re-Perfect,UK,2006,For very mature skin.
L’Oreal Plenitude,US,1997,Reduces the signs of aging.
L’Oreal Color Spa for Men,US,2001,Feel the health.
L’Oreal Casting,US,1995,Haircolor with brilliance.
L’Oreal Casting,US,2013,Passion in hair.
L’Homme Yves Saint Laurent,UK,2008,Sheer magnetism.
L’Erin Cosmetics,US,1980,Be beautiful now.
L’Erin,US,1982,Let L’Erin color true shadow do the talking.
L’Erin,US,2000,Love fills the air.
L’Oréal Glam Shine,UK,2004,Sweet mouth watering lips.
L’Oréal Infallible Never Fail Lipcolor,US,2008,The proof is in the mirror.
L’Oréal Inoa,UK,2009,The hair colour revolution.
L’Oréal Professional Luocolour,UK,2004,Fresh colour. Fresh shine. Hair by hair.
L’Oréal Studio Line Hot Straight,UK,2004,"It’s straight, it’s hot and it lasts."
L’Oréal Studio Line,UK,1999,Style and love for my hair.
L’Oréal Studio Line,UK,2006,"Your style, your studio."
L’Oréal Studio – Out Of Bed,UK,2003,Lasting messed up effect – No.1 styling in the UK.
L’Oréal Special FX Studio,UK,2000,Style and love for your hair.
L’Oréal Skin Genius,US,2008,That’s skin genius. Only from Skin Genius.
L’Oréal Recital Preference,UK,2005,Colour that shines on and on.
L’Oréal Rayonnance,UK,1991,Keeps first day colour alive.
L’Oréal Plentitude Hydrafresh,UK,2000,"It’s ultra-hydrating, non-greasy, and packed with vitamins and minerals. It just melts in."
L’Oréal Jet-Set Nail Varnish,UK,2000,Speed dry nail varnish.
nu:u,UK,2005,Welcome to the super nu:u.
L’Oréal Plenitude Age Perfect,UK,2000,81% of women claimed anti-sagging effectiveness in consumer tests.
L’Oréal Perfect Blonde Crème,UK,2009,Worldwide No.1 in hair colour.
L’Oréal Paris Academy,US,2011,Watch. Learn. Share the experience.
L’Oréal Nouriance,UK,1990,Because dry hair deserves that special care.
L’Oréal Longitude Mascara,UK,2000,Up to 30% visibly longer.
L’Oréal Les Blondissimes,US,1997,Blondest blonde without brassinesss.
L’Oréal Kids,UK,2000,We’re worth it too.
Milton-Lloyd,UK,2013,Pioneers in perfumery since 1975.
Minikim,UK,2002,Love is.
Minikim,UK,2005,Don’t go for less.
Oster,US,2009,Creativity. Power. Performance.
Osis,UK,2001,Inspired by hair stylists.
Osca de la Renta,US,1993,Experience the power of femininity.
Osca de la Renta,US,2011,Beauty ritual for your hair.
Origins Organics,UK,2008,You are what your skin eats.
Origins,US,2012,Powered by nature. Proven by science.
Original Source Mint Shower,UK,2004,Nature. Powerful stuff.
Original Source Mint Shower,UK,2008,Natural swedish cosmetics.
Organza Indecence,US,2000,The indecently new fragrance.
Organix,US,2010,Beauty pure and simple.
Organique by Himalaya,UK,2013,Inspired by an invaluable heritage.
Organics,UK,2001,Gives great hair.
Organic Moods,US,1994,Energy. Tranquility. Harmony.
Organic Blue,UK,2011,Natural philosophy.
Orbit Complete,UK,2008,The easy way to fight plaque.
Orange Burst,UK,2005,Natural products that make a difference.
Oralgiene,US,1994,The science of oral hygiene.
Oral-B Zendium,US,1985,Let the Oral-B team help you win the fight against plaque.
Oral-B Zendium,UK,1984,The first real advance in toothpaste since fluoride.
Oral-B Vitality,UK,2006,Turn on a healthy smile.
Osmo,US,2013,Corrupt and manipulate your head.
Osumex,US,2013,The natural way to better health.
Oral-B Stages 1,US,2014,Two strong little teeth.
Oral-B Stages 1,US,2015,Change your view.
Palmolive Aromatherapy Sensual,UK,2003,Shower with Palmolive Aromatherapy Sensual.
Palmolive Aroma Therapy,UK,2002,Massage your senses.
Palmolive Aroma Crème,UK,2004,Indulge your skin and your senses.
Palmolive Aroma Crème,UK,2000,The touch of nature.
Palmer-Cutler,UK,2004,It is.
Palmer’s Shea Butter Formula,US,2004,Nature’s treatment for soft radiant skin.
Palmer’s Cocoa Butter,UK,1994,"When science meets nature, something beautiful happens."
Pacquin,US,1982,When a lotion isn’t enough.
Paba Plus,US,1980,This unique moisturizer can help prevent premature aging of the skin Even skin cancer.
Paba Plus,US,2011,A full manufacturing service.
PBA Professional Beauty Association,US,2012,Advancing our industry.
P20 Sunfilter,UK,2001,Tried & tested in the Sahara.
P&G,UK,2009,That’s the everyday effect.
Oxy Skin Care,US,2013,The leader in acne care.
Oxy Duo Pads,UK,2000,"Think oxy, think oxygen. Get it?"
Oxy Daily Wash,UK,2002,Don’t ruin your chances.
Oxy Balance,US,1998,Nothing looks better than skin with balance.
Oxy,UK,2013,Natural skin science.
Overnight Success,US,1984,Discover overnight success. Wake up to younger looking skin.
Oral-B Triumph,US,2005,Smart technology – Brilliant results.
Oral-B Pulsar,UK,2007,Changing the way you brush – Forever.
Miracle,UK,2000,You make it happen.
Old Spice Cologne,US,1975,"A classic fragrance, a great gift."
Old Spice Cologne,US,2010,Where freshness smells from.
Olay Touch,UK,2001,Beauty you can feel.
Olay Sun Effects,UK,2008,Fighting ageing just got sunnier.
Olay Regenerist Luminous,US,2015,Your best beautiful.
Olay Regenerist,UK,2015,Your best beautiful.
Olay Professional Pro-X,US,2009,Potent. Proven. Professional.
Olay Complete Everyday Sunshine,UK,2006,Love the sun kissed skin you’re in.
Olay Complete,US,2016,#ageless.
Olay All Day Moiture Stick Foundation,UK,2000,Sometimes the simplest things make you feel beautiful.
Oilatum Bath Formula,UK,2001,Soothes. Rehydrates. Helps protect.
Oilatum,UK,2000,Oilatum gets it sorted beautifully.
Oil of Olay Total Effects Foundation,UK,2000,Proven to reduce the appearance of 7 signs of ageing.
Oil of Olay Daily Renewal Body Wash,UK,2000,Proven to give you younger looking skin.
Oil of Olay Daily Facials,UK,2000,Proven to cleanse and condition like a facial.
Ogilvie Precisely Right,US,1981,The body and styling wave that takes the guesswork out of perming.
Ogilvie,US,1975,We know how to treat your hair.
Oenibiol,UK,2002,Beauty by nutrition.
Odor Eaters,UK,2006,Instantly kill foot odour.
Odor Eaters,UK,2011,Your beauty nectar.
Old Spice,CH,2010,Where freshness smells from.
Old Spice Ever Clear,US,2009,Reisdue is evil – Stop it.
Oral-B Humming Bird,UK,2005,The new buzz in flossing.
Old Spice Pro Strength,US,2008,You don’t need a prescription.
Oral-B Glide,US,2014,Nothing hides from Glide.
Oral-B Cross Action,UK,2001,Helping you have healthy teeth for life.
Oral-B Brush-Ups,US,2004,"Now you can brush your teeth anytime, anywhere."
Oral-B,US,1996,The brand more dentists use themselves.
Oral B Pulsar,UK,2006,A clean you can feel.
Oral B,UK,2009,Power to the people.
Orajel Toddler Training,US,2004,What moms want & kids love.
Orajel,US,2008,For better brushing every time.
Opus Oils,US,2010,Scents of imagination.
Opium,US,1994,Sensuality to the extreme.
Opi Manicure,US,2007,For visibly younger-looking hands.
Opalescence,US,2013,The leader in whitening.
Opalescence,US,1989,Only for you.
Opalescence,US,2006,Refresh your breath.
One 2 One,US,1996,To preserve and protect.
Ombre Stretch,UK,2008,"Imagine, blend and amaze."
Olivia Garden,US,2013,The best in professional beauty tools.
Old Spice Red Zone Double Impact,US,2008,It’s two things.
Old Spice Red Zone Body Spray,US,2006,Smell great longer. Stay out later.
Palmolive Bath Foam,UK,2001,Your senses at ease.
Palmolive Deodorant,UK,2001,Performs under pressure.
Palmolive Naturals,UK,2006,Your daily source of moisture.
Palmolive Naturals,UK,2013,"Beauty care – for every type, every skin and for every age!"
Pizazz!,US,2004,Put a little Pizazz in your smile right now.
Piz Buin Mountain,UK,2002,Designed for the mountains. Tested in the Himalayas.
Piz Buin,CH,2008,"With Piz Buin, life is better in the sun."
Pitrok,UK,2013,Sensitive skin deodorants for all day protection without irritation.
Pitrok,UK,2010,Experts in therapy.
Pinks Boutique,UK,2008,Beauty within.
Pinks Boutique,UK,2013,Strength and shine to your hair.
Pinks Boutique,UK,2011,Helen Pietrulla – a Life of Beauty.
Phytocitrus Soin,US,2004,For radiance. For health.
Phytocitrus,UK,2002,Perfect ingredients for perfect hair.
Phyto Shield Botanical Toothpastes,UK,2007,The finest tasting natural toothpaste on the market.
Phyto,UK,2013,The botanical power.
Phyto,UK,2011,My skin care.
Physio Sport,UK,2000,Sport on the brain sport on the body.
Phisoderm Self Heating Scrub,US,2004,You can’t beat the heat.
Phisoderm Herbal Astringent,US,2004,Feels as good as it smells.
Philosophy,US,2013,Believe in miracles.
Philishave Tracer,UK,1988,The looks of a winner.
Philishave,UK,1988,The perfect performer.
Plak Smacker,US,2013,"Fun products, friendly staff & fantastic prices!"
Plak Smacker,US,2013,For hair over forty.
Palmolive Thermal Spa,UK,2003,The sensations of a spa masage.
Palmolive Thermal Spa,UK,2010,Press to play.
Palmolive Thermal Spa,UK,2006,Don’t go for less.
Poly,UK,1990,Beautiful colour made easy.
Poligrip Super Ooze Control,US,2004,Less ooze. It’s big news.
Poligrip Super,US,2004,Seals out food. Seals in comfort.
Poligrip ComfiSeal Strips,UK,2007,"A new way to hold your dentures all day, every day."
Polident Overnight,US,2004,Every night keeps ’em white.
Polident 5 Minutes,US,2003,Minty fresh odour control.
Polident,US,2006,Experience lasting freshness.
PoliGrip Strips,US,2006,A neat way to hold all day.
Poli-Grip Ultra,UK,2001,The quick-step to confidence.
Poise Ultra Thin,US,2004,The right pad.
Poise Pantiliners,US,2007,"Yes, I can."
Poise Pantiliners,US,2012,The beauty store.
Plus White,US,2013,The teeth whitening experts.
Plentitude,UK,1989,Delays the signs of ageing.
Playtex Glide,UK,2003,So comfortable you won’t believe it.
Playtex Feminine Towelettes,US,1976,Double protection for extra confidence.
Playtex Beyond,US,2004,Comfort and convenience that’s way beyond.
Playtex Beyond,US,2012,Press to play.
Philips Sonicare,UK,2006,Take care of your body.
Philips Shavers,UK,2007,Feel different.
Philips Senso Touch 3D,UK,2013,An answer for every face.
Philips Philishave,UK,2002,Set for comfort.
Philips Philishave,UK,2011,Products for a better life.
Philips Philishave,UK,2004,Love your feet.
Pedigree Denta Stix,UK,2002,"You clean your teeth every day, so should your dog."
PediTech,UK,2002,No mean feet.
PediTech,UK,2013,Adore your skin.
Pears,UK,2004,Clearly kind to skin for generations.
Pearl Drops,US,1984,Helps get teeth their whitest and fights cavities too.
Pearl Drops,UK,2000,See the whiteness feel the shine.
Paula Young Fashion Wigs,UK,2004,America’s number one brand.
Paula Young,US,2006,America’s natural choice for beautiful hair.
Paula Dorf Cosmetics,US,2013,Become your own makeup artist.
Pastale,UK,1986,The fragrance that’s part of you.
Pantene Pro-V Smoothe & Silk,UK,2004,Now you can say goodbye to frizz.
Pantene Pro-V Smooth & Sleek,UK,2003,Your chance to shine.
Pantene Pro-V Radiant,UK,2003,The measure of healthy looking hair.
Pantene Pro-V Essentials,US,2000,Treat your hair like you treat your skin.
Pampers Kandoo,UK,2006,I can do it with Kandoo.
Pampers Baby Dry,UK,2002,It hugs. It fits. It works.
Palmolive Vitamins shower creme,UK,2000,"New Palmolive Vitamins Shower Crème. For healthy, younger looking skin."
Palmolive Vitamins shower creme,UK,2001,Sun & more.
Perfect Pout,UK,2003,"Fuller, sexier looking lips!"
PerfumeLover,UK,2013,Love perfume and more…
Petritsch,AT,2013,Smells to die for.
Philips Moi,UK,2004,"Acts like a blade, protects like an electric."
Philips Moi,UK,1991,Ladyshave – Ladylike.
Philips Moi,UK,2012,Express yourself every day.
Philips Moi,UK,2013,Green luxury.
Pharma Clinix,UK,2013,Beauty meets science.
Pharma Clinix,UK,2013,High precision beauty care.
Pharma Clinix,UK,2008,The touch of beauty.
Pevonia Botanica,UK,2002,Exclusively in all the right places.
Peter Thomas Roth,US,2013,Breakthrough formulas. Astonishing results.
Perfumexy,US,2010,Delightful price and service our no.1 priority.
Perfumexy,US,2001,Look twice.
Perry Ellis America,US,1996,It’s big – Really big.
Perry Ellis,US,1994,Life is how you change it.
Perricone MD,US,2016,Serious about beauty.
Perox-Chlor,UK,1950,A marvel of scientific chemistry.
PermaSoft,US,1994,Soft curl. Soft color. Soft touch.
PeriProducts,UK,2009,Innovation in oral care.
Perhaps,US,1997,It’s your new fragrance.
Occo Skin Studio,US,2013,Rejuvenation redefined.
Obsessive Compulsive Cosmetics,US,2013,100% vegan & cruelty-free.
OPI,CH,2013,The culture of color.
Nanoblur,US,2013,High definition ready skin in seconds!
Nair Exfoliating Cream,UK,2009,3 steps to heavenly legs.
Nair,UK,2004,It just doesn’t get any easier.
Nailtiques,US,2007,Nothing else even comes close.
Nailtiques,UK,2000,Naturally the winning formula.
Nailoid Results,UK,2001,Results that speak for themselves.
Nailoid,UK,1988,Beauty at your fingertips.
Nailene,US,1994,Irresistibly natural. Irresistibly you.
Nailene,UK,2007,The nail experts.
Nailene,UK,2013,More than nailart.
Nail Tek,US,2007,The natural nail experts.
Nail Girls,UK,2013,Inspired by fashion painted on nails.
Nail Girls,UK,2013,The art of nails.
Nad’s,US,2013,"Beautiful skin, naturally."
Nad’s,UK,2012,"Beautiful skin, naturally."
Nad’s,UK,2013,The science of beauty.
NO-AD,UK,2013,More lotion…less promotion!
NMF Neil Morris Fragrances,US,2010,Fragrances for individuals.
NATorigin,UK,2013,Extreme tolerance.
NATorigin,UK,2010,House of perfumes.
Naked Cosmetics,US,2013,Get Naked!
Natori,US,1995,All you are – All you will become.
Neosil,UK,2003,The new sensation in skin cleansing.
Neosil,UK,2010,Healthier by nature.
Neal & Wolf,UK,2013,Indulgence redefined.
Nautica Voyage,US,2010,Know no boundaries.
Nautica Oceans,US,2009,One with the water.
Nautica Latitude Longitude,UK,2001,A new adventure in fragrance.
Nautica Latitude Longitude,UK,2001,Harmonise your senses.
Nature’s Tears EyeMist,US,2013,The all natural mist for dry eyes.
Nature’s Innovation,US,2013,Fine products made by nature.
Nature’s Gate Natural Suncare Collection,US,1999,Dress code for today’s active people.
Nature’s Gate,US,2007,Write your own story.
Nature’s Answer,US,2013,Since 1972.
Natural White,UK,2001,The tooth whitening company.
Natural Wellness,US,2013,Tools and ideas for optimum health.
Natural Vitality,US,2013,Nurture your inner nature.
Natural Impact,US,2013,Better health – better life.
Natural Impact,US,2013,Discover your natural attraction.
Natural Being,UK,2013,Certified natural skincare.
Natural & Easy,US,2007,For colours that don’t look coloured.
Natural & Easy,US,2013,My skin. My secret.
NaturOli,US,2007,This holiday season give mother nature’s finest!
NaturOli,US,2003,The secret of a woman.
MyDevaCurl,US,2013,Calling all curls.
MyDevaCurl,US,2013,Your perfect sized condom.
MyDevaCurl,US,2013,It’s yours.
MyDevaCurl,US,1991,The art of creating parfum.
MyDevaCurl,US,1990,Moments can change your life.
MyDevaCurl,US,2013,The fragrance for fashionistas.
Moisture wear by Cover Girl,US,1980,Helps skin over 25 look younger.
Moisture Whip Maybelline,US,1980,It’s good for you to look beautiful.
Modele,US,2006,Age less.
ModelCo,US,2013,A smarter way to a glamorous life.
MoYou,UK,2013,Express your creativity.
Mixed Chicks,US,2013,A curly revolution.
Mitchum Cool Dry,UK,2002,Tried. Trusted. Trendy.
Mitchum,UK,2007,With you all the way. 48 hour anti-perspirant protection.
Mistry’s,UK,2013,Organic naturally.
Mistry’s,UK,2016,Love your skin.
Miss Worth,UK,1979,The vivacious fragrance for the 80s.
